charger_id,region_id,city_name,year,quarter,charger_count,fast_charger_count,slow_charger_count,dc_fast_count,average_capacity_kw,operational_status,charger_per_1000_ev,infrastructure_gap_score,charging_readiness_score
C0001939,RG0041,Kakinada,2023,3,71,13,58,6,45.3,Operational,3.33,44.7,56.8
C0001940,RG0041,Kakinada,2023,4,79,14,65,6,40.0,Operational,3.36,46.2,54.9
C0001941,RG0041,Kakinada,2024,1,91,17,74,8,47.0,Operational,3.58,41.2,60.3
C0001942,RG0041,Kakinada,2024,2,98,19,79,9,47.0,Operational,3.56,41.4,60.1
C0001943,RG0041,Kakinada,2024,3,106,20,86,9,47.4,Operational,3.58,41.1,60.5
C0001944,RG0041,Kakinada,2024,4,115,22,93,10,45.0,Operational,3.58,41.9,59.4
C0001945,RG0041,Kakinada,2025,1,131,26,105,12,45.6,Operational,3.78,39.4,62.0
C0001946,RG0041,Kakinada,2025,2,141,28,113,13,49.6,Operational,3.78,38.0,63.6
C0001947,RG0041,Kakinada,2025,3,151,30,121,14,49.0,Operational,3.79,38.1,63.5
C0001948,RG0041,Kakinada,2025,4,164,33,131,15,50.1,Operational,3.79,37.7,63.9
C0001949,RG0041,Kakinada,2026,1,185,39,146,18,47.8,Operational,4.0,36.0,65.3
C0001950,RG0041,Kakinada,2026,2,197,41,156,18,53.1,Operational,4.0,34.2,67.6
C0001951,RG0041,Kakinada,2026,3,210,44,166,20,46.7,Operational,4.01,36.3,65.0
C0001952,RG0041,Kakinada,2026,4,225,47,178,21,48.3,Operational,4.01,35.7,65.6
C0001953,RG0041,Kakinada,2027,1,252,55,197,25,54.4,Operational,4.22,31.2,70.5
C0001954,RG0041,Kakinada,2027,2,268,59,209,27,54.6,Operational,4.23,31.0,70.7
C0001955,RG0041,Kakinada,2027,3,286,63,223,28,51.6,Operational,4.23,32.0,69.5
C0001956,RG0041,Kakinada,2027,4,306,67,239,30,55.5,Operational,4.22,30.8,71.0
C0001957,RG0041,Kakinada,2028,1,343,79,264,36,53.4,Operational,4.44,28.9,72.6
C0001958,RG0041,Kakinada,2028,2,366,84,282,38,59.2,Operational,4.44,26.9,75.0
C0001959,RG0041,Kakinada,2028,3,391,90,301,40,55.2,Operational,4.44,28.3,73.3
C0001960,RG0041,Kakinada,2028,4,420,97,323,44,53.5,Operational,4.45,28.8,72.7
C0001961,RG0041,Kakinada,2029,1,465,112,353,50,57.8,Operational,4.67,24.7,77.0
C0001962,RG0041,Kakinada,2029,2,492,118,374,53,57.4,Operational,4.67,24.9,76.8
C0001963,RG0041,Kakinada,2029,3,522,125,397,56,55.5,Operational,4.67,25.5,76.0
C0001964,RG0041,Kakinada,2029,4,557,134,423,60,61.1,Operational,4.66,23.7,78.3
C0001965,RG0041,Kakinada,2030,1,618,154,464,69,57.1,Operational,4.88,22.5,79.0
C0001966,RG0041,Kakinada,2030,2,654,164,490,74,63.8,Operational,4.89,20.1,81.9
C0001967,RG0041,Kakinada,2030,3,692,173,519,78,60.8,Operational,4.89,21.1,80.7
C0001968,RG0041,Kakinada,2030,4,738,184,554,83,56.4,Operational,4.88,22.8,78.7
C0001969,RG0042,Rajahmundry,2019,1,2,0,2,0,35.2,Operational,2.98,52.9,48.1
C0001970,RG0042,Rajahmundry,2019,2,3,0,3,0,35.0,Operational,2.2,61.1,40.2
C0001971,RG0042,Rajahmundry,2019,3,5,1,4,0,37.8,Operational,2.38,58.3,43.2
C0001972,RG0042,Rajahmundry,2019,4,7,1,6,0,34.8,Operational,2.32,60.0,41.3
C0001973,RG0042,Rajahmundry,2020,1,10,2,8,1,37.0,Operational,2.63,55.7,45.6
C0001974,RG0042,Rajahmundry,2020,2,12,2,10,1,35.5,Operational,2.58,56.7,44.5
C0001975,RG0042,Rajahmundry,2020,3,15,2,13,1,39.3,Operational,2.7,54.1,47.3
C0001976,RG0042,Rajahmundry,2020,4,18,3,15,1,33.2,Operational,2.73,56.0,45.0
C0001977,RG0042,Rajahmundry,2021,1,22,4,18,2,40.5,Operational,2.91,51.3,50.1
C0001978,RG0042,Rajahmundry,2021,2,25,4,21,2,37.0,Operational,2.89,52.7,48.4
C0001979,RG0042,Rajahmundry,2021,3,28,4,24,2,40.3,Operational,2.86,51.9,49.5
C0001980,RG0042,Rajahmundry,2021,4,32,5,27,2,40.1,Operational,2.86,51.9,49.4
C0001981,RG0042,Rajahmundry,2022,1,39,7,32,3,41.9,Operational,3.12,48.3,53.0
C0001982,RG0042,Rajahmundry,2022,2,43,7,36,3,43.1,Operational,3.09,48.2,53.3
C0001983,RG0042,Rajahmundry,2022,3,48,8,40,4,41.4,Operational,3.13,48.4,52.9
C0001984,RG0042,Rajahmundry,2022,4,54,9,45,4,44.2,Operational,3.15,47.2,54.3
C0001985,RG0042,Rajahmundry,2023,1,63,11,52,5,42.9,Operational,3.37,45.1,56.2
C0001986,RG0042,Rajahmundry,2023,2,68,12,56,5,47.1,Operational,3.34,43.9,57.7
C0001987,RG0042,Rajahmundry,2023,3,74,13,61,6,44.8,Operational,3.34,44.8,56.7
C0001988,RG0042,Rajahmundry,2023,4,81,15,66,7,39.5,Operational,3.35,46.5,54.6
C0001989,RG0042,Rajahmundry,2024,1,93,18,75,8,43.1,Operational,3.56,42.8,58.5
C0001990,RG0042,Rajahmundry,2024,2,100,19,81,9,47.5,Operational,3.56,41.2,60.3
C0001991,RG0042,Rajahmundry,2024,3,108,21,87,9,49.5,Operational,3.57,40.4,61.2
C0001992,RG0042,Rajahmundry,2024,4,117,22,95,10,44.0,Operational,3.57,42.4,58.9
C0001993,RG0042,Rajahmundry,2025,1,134,27,107,12,44.7,Operational,3.79,39.6,61.7
C0001994,RG0042,Rajahmundry,2025,2,144,29,115,13,48.0,Operational,3.8,38.3,63.2
C0001995,RG0042,Rajahmundry,2025,3,154,31,123,14,51.7,Operational,3.79,37.1,64.6
C0001996,RG0042,Rajahmundry,2025,4,167,33,134,15,47.2,Operational,3.79,38.7,62.7
C0001997,RG0042,Rajahmundry,2026,1,188,39,149,18,50.8,Operational,4.0,35.0,66.6
C0001998,RG0042,Rajahmundry,2026,2,200,42,158,19,49.0,Operational,4.01,35.5,65.9
C0001999,RG0042,Rajahmundry,2026,3,212,45,167,20,53.1,Operational,4.0,34.2,67.6
C0002000,RG0042,Rajahmundry,2026,4,228,48,180,22,46.7,Operational,4.01,36.3,65.0
C0002001,RG0042,Rajahmundry,2027,1,258,57,201,26,55.3,Operational,4.23,30.7,71.0
C0002002,RG0042,Rajahmundry,2027,2,276,61,215,27,53.9,Operational,4.22,31.3,70.3
C0002003,RG0042,Rajahmundry,2027,3,295,65,230,29,56.5,Operational,4.23,30.3,71.5
C0002004,RG0042,Rajahmundry,2027,4,317,70,247,32,53.8,Operational,4.22,31.4,70.3
C0002005,RG0042,Rajahmundry,2028,1,355,82,273,37,58.2,Operational,4.45,27.2,74.7
C0002006,RG0042,Rajahmundry,2028,2,379,87,292,39,57.2,Operational,4.45,27.5,74.3
C0002007,RG0042,Rajahmundry,2028,3,404,93,311,42,58.7,Operational,4.44,27.1,74.8
C0002008,RG0042,Rajahmundry,2028,4,434,100,334,45,53.4,Operational,4.45,28.8,72.7
C0002009,RG0042,Rajahmundry,2029,1,484,116,368,52,59.8,Operational,4.66,24.1,77.7
C0002010,RG0042,Rajahmundry,2029,2,516,124,392,56,61.1,Operational,4.67,23.6,78.4
C0002011,RG0042,Rajahmundry,2029,3,548,132,416,59,55.7,Operational,4.66,25.6,76.0
C0002012,RG0042,Rajahmundry,2029,4,589,141,448,63,56.2,Operational,4.66,25.4,76.2
C0002013,RG0042,Rajahmundry,2030,1,652,163,489,73,61.6,Operational,4.89,20.8,81.0
C0002014,RG0042,Rajahmundry,2030,2,690,172,518,77,61.6,Operational,4.89,20.8,81.0
C0002015,RG0042,Rajahmundry,2030,3,731,183,548,82,63.1,Operational,4.88,20.4,81.6
C0002016,RG0042,Rajahmundry,2030,4,781,195,586,88,60.5,Operational,4.89,21.2,80.6
C0002017,RG0043,Nellore,2019,1,1,0,1,0,32.1,Operational,1.76,66.8,34.6
C0002018,RG0043,Nellore,2019,2,3,0,3,0,34.5,Operational,2.52,58.0,43.2
C0002019,RG0043,Nellore,2019,3,5,1,4,0,35.5,Operational,2.71,55.6,45.5
C0002020,RG0043,Nellore,2019,4,7,1,6,0,32.5,Operational,2.64,57.4,43.6
C0002021,RG0043,Nellore,2020,1,9,1,8,0,36.3,Operational,2.59,56.4,44.9
C0002022,RG0043,Nellore,2020,2,12,2,10,1,33.8,Operational,2.76,55.4,45.5
C0002023,RG0043,Nellore,2020,3,14,2,12,1,38.4,Operational,2.63,55.2,46.2
C0002024,RG0043,Nellore,2020,4,17,3,14,1,38.8,Operational,2.67,54.6,46.7
C0002025,RG0043,Nellore,2021,1,21,3,18,1,37.4,Operational,2.87,52.8,48.4
C0002026,RG0043,Nellore,2021,2,24,4,20,2,39.8,Operational,2.89,51.7,49.6
C0002027,RG0043,Nellore,2021,3,27,4,23,2,39.6,Operational,2.88,51.9,49.4
C0002028,RG0043,Nellore,2021,4,31,5,26,2,38.8,Operational,2.91,51.9,49.4
C0002029,RG0043,Nellore,2022,1,37,6,31,3,43.2,Operational,3.15,47.6,53.9
C0002030,RG0043,Nellore,2022,2,40,7,33,3,37.5,Operational,3.1,50.1,51.0
C0002031,RG0043,Nellore,2022,3,44,7,37,3,38.8,Operational,3.11,49.5,51.6
C0002032,RG0043,Nellore,2022,4,49,8,41,4,39.4,Operational,3.12,49.2,52.0
C0002033,RG0043,Nellore,2023,1,57,10,47,4,44.0,Operational,3.33,45.1,56.3
C0002034,RG0043,Nellore,2023,2,62,11,51,5,46.5,Operational,3.33,44.3,57.3
C0002035,RG0043,Nellore,2023,3,68,12,56,5,43.8,Operational,3.35,45.0,56.4
C0002036,RG0043,Nellore,2023,4,75,14,61,6,40.4,Operational,3.35,46.2,55.0
C0002037,RG0043,Nellore,2024,1,86,16,70,7,45.0,Operational,3.56,42.1,59.2
C0002038,RG0043,Nellore,2024,2,93,18,75,8,43.0,Operational,3.59,42.5,58.7
C0002039,RG0043,Nellore,2024,3,100,19,81,9,46.4,Operational,3.58,41.4,60.0
C0002040,RG0043,Nellore,2024,4,109,21,88,9,49.1,Operational,3.58,40.5,61.2
C0002041,RG0043,Nellore,2025,1,124,25,99,11,45.0,Operational,3.77,39.7,61.6
C0002042,RG0043,Nellore,2025,2,134,27,107,12,51.0,Operational,3.8,37.2,64.4
C0002043,RG0043,Nellore,2025,3,144,29,115,13,45.9,Operational,3.79,39.1,62.2
C0002044,RG0043,Nellore,2025,4,155,31,124,14,51.1,Operational,3.78,37.4,64.3
C0002045,RG0043,Nellore,2026,1,177,37,140,17,50.1,Operational,4.02,35.0,66.5
C0002046,RG0043,Nellore,2026,2,188,39,149,18,52.5,Operational,4.0,34.4,67.3
C0002047,RG0043,Nellore,2026,3,202,42,160,19,50.1,Operational,4.0,35.2,66.3
C0002048,RG0043,Nellore,2026,4,219,46,173,21,50.4,Operational,4.01,35.0,66.5
C0002049,RG0043,Nellore,2027,1,247,54,193,24,55.9,Operational,4.22,30.6,71.2
C0002050,RG0043,Nellore,2027,2,265,58,207,26,54.0,Operational,4.23,31.2,70.5
C0002051,RG0043,Nellore,2027,3,284,62,222,28,49.6,Operational,4.23,32.7,68.6
C0002052,RG0043,Nellore,2027,4,305,67,238,30,54.7,Operational,4.23,30.9,70.8
C0002053,RG0043,Nellore,2028,1,341,78,263,35,58.3,Operational,4.45,27.1,74.7
C0002054,RG0043,Nellore,2028,2,360,83,277,37,55.6,Operational,4.44,28.2,73.5
C0002055,RG0043,Nellore,2028,3,382,88,294,40,55.4,Operational,4.45,28.1,73.5
C0002056,RG0043,Nellore,2028,4,409,94,315,42,59.1,Operational,4.44,26.9,75.0
C0002057,RG0043,Nellore,2029,1,456,109,347,49,58.1,Operational,4.67,24.6,77.1
C0002058,RG0043,Nellore,2029,2,485,116,369,52,56.4,Operational,4.67,25.2,76.4
C0002059,RG0043,Nellore,2029,3,516,124,392,56,59.6,Operational,4.66,24.2,77.6
C0002060,RG0043,Nellore,2029,4,553,133,420,60,54.5,Operational,4.67,25.9,75.6
C0002061,RG0043,Nellore,2030,1,616,154,462,69,59.7,Operational,4.89,21.5,80.2
C0002062,RG0043,Nellore,2030,2,656,164,492,74,60.4,Operational,4.88,21.4,80.4
C0002063,RG0043,Nellore,2030,3,698,174,524,78,56.8,Operational,4.89,22.5,79.0
C0002064,RG0043,Nellore,2030,4,750,188,562,85,59.2,Operational,4.89,21.7,80.0
C0002065,RG0044,Kurnool,2019,1,2,0,2,0,35.9,Operational,2.99,52.5,48.5
C0002066,RG0044,Kurnool,2019,2,3,0,3,0,31.5,Operational,2.2,62.4,38.7
C0002067,RG0044,Kurnool,2019,3,5,1,4,0,30.7,Operational,2.4,60.6,40.4
C0002068,RG0044,Kurnool,2019,4,7,1,6,0,33.3,Operational,2.34,60.3,40.9
C0002069,RG0044,Kurnool,2020,1,10,2,8,1,40.4,Operational,2.68,54.0,47.5
C0002070,RG0044,Kurnool,2020,2,12,2,10,1,35.7,Operational,2.64,56.0,45.1
C0002071,RG0044,Kurnool,2020,3,15,2,13,1,39.2,Operational,2.77,53.4,47.9
C0002072,RG0044,Kurnool,2020,4,17,3,14,1,39.4,Operational,2.64,54.7,46.7
C0002073,RG0044,Kurnool,2021,1,21,3,18,1,38.3,Operational,2.84,52.8,48.5
C0002074,RG0044,Kurnool,2021,2,24,4,20,2,38.9,Operational,2.86,52.4,48.9
C0002075,RG0044,Kurnool,2021,3,28,4,24,2,40.7,Operational,2.95,50.8,50.6
C0002076,RG0044,Kurnool,2021,4,31,5,26,2,36.6,Operational,2.88,53.0,48.2
C0002077,RG0044,Kurnool,2022,1,38,6,32,3,38.6,Operational,3.16,49.1,52.1
C0002078,RG0044,Kurnool,2022,2,42,7,35,3,44.7,Operational,3.15,47.0,54.5
C0002079,RG0044,Kurnool,2022,3,46,8,38,4,40.6,Operational,3.11,48.9,52.4
C0002080,RG0044,Kurnool,2022,4,52,9,43,4,41.8,Operational,3.15,48.0,53.3
C0002081,RG0044,Kurnool,2023,1,61,11,50,5,44.7,Operational,3.37,44.5,57.0
C0002082,RG0044,Kurnool,2023,2,66,12,54,5,45.9,Operational,3.33,44.5,57.1
C0002083,RG0044,Kurnool,2023,3,72,13,59,6,40.3,Operational,3.34,46.3,54.8
C0002084,RG0044,Kurnool,2023,4,80,14,66,6,43.4,Operational,3.36,45.0,56.3
C0002085,RG0044,Kurnool,2024,1,92,17,75,8,44.7,Operational,3.57,42.1,59.2
C0002086,RG0044,Kurnool,2024,2,99,19,80,9,42.6,Operational,3.57,42.9,58.3
C0002087,RG0044,Kurnool,2024,3,107,20,87,9,46.6,Operational,3.58,41.3,60.1
C0002088,RG0044,Kurnool,2024,4,116,22,94,10,42.8,Operational,3.55,43.0,58.2
C0002089,RG0044,Kurnool,2025,1,132,26,106,12,50.8,Operational,3.79,37.4,64.2
C0002090,RG0044,Kurnool,2025,2,141,28,113,13,44.5,Operational,3.8,39.5,61.7
C0002091,RG0044,Kurnool,2025,3,150,30,120,14,44.8,Operational,3.78,39.6,61.6
C0002092,RG0044,Kurnool,2025,4,162,32,130,14,51.6,Operational,3.8,37.0,64.7
C0002093,RG0044,Kurnool,2026,1,182,38,144,17,49.8,Operational,4.0,35.3,66.2
C0002094,RG0044,Kurnool,2026,2,194,41,153,18,46.8,Operational,4.01,36.3,65.0
C0002095,RG0044,Kurnool,2026,3,207,43,164,19,54.2,Operational,4.01,33.7,68.1
C0002096,RG0044,Kurnool,2026,4,222,47,175,21,49.9,Operational,4.0,35.3,66.2
C0002097,RG0044,Kurnool,2027,1,249,55,194,25,50.4,Operational,4.23,32.4,69.0
C0002098,RG0044,Kurnool,2027,2,264,58,206,26,55.0,Operational,4.22,30.9,70.8
C0002099,RG0044,Kurnool,2027,3,282,62,220,28,50.0,Operational,4.22,32.7,68.7
C0002100,RG0044,Kurnool,2027,4,303,67,236,30,53.1,Operational,4.23,31.5,70.1
C0002101,RG0044,Kurnool,2028,1,341,78,263,35,54.9,Operational,4.44,28.4,73.2
C0002102,RG0044,Kurnool,2028,2,365,84,281,38,51.6,Operational,4.45,29.5,71.9
C0002103,RG0044,Kurnool,2028,3,389,89,300,40,57.1,Operational,4.45,27.5,74.2
C0002104,RG0044,Kurnool,2028,4,419,96,323,43,57.8,Operational,4.45,27.3,74.5
C0002105,RG0044,Kurnool,2029,1,467,112,355,50,56.8,Operational,4.67,25.1,76.6
C0002106,RG0044,Kurnool,2029,2,496,119,377,54,57.2,Operational,4.67,24.9,76.7
C0002107,RG0044,Kurnool,2029,3,525,126,399,57,58.5,Operational,4.67,24.5,77.3
C0002108,RG0044,Kurnool,2029,4,560,134,426,60,54.8,Operational,4.67,25.8,75.7
C0002109,RG0044,Kurnool,2030,1,620,155,465,70,58.2,Operational,4.89,22.0,79.6
C0002110,RG0044,Kurnool,2030,2,656,164,492,74,58.5,Operational,4.89,21.9,79.7
C0002111,RG0044,Kurnool,2030,3,694,174,520,78,56.4,Operational,4.89,22.7,78.8
C0002112,RG0044,Kurnool,2030,4,740,185,555,83,61.4,Operational,4.89,20.9,80.9
C0002113,RG0045,Anantapur,2019,1,2,0,2,0,31.3,Operational,2.99,54.1,46.5
C0002114,RG0045,Anantapur,2019,2,3,0,3,0,30.3,Operational,2.15,63.3,37.7
C0002115,RG0045,Anantapur,2019,3,5,1,4,0,30.2,Operational,2.3,61.8,39.2
C0002116,RG0045,Anantapur,2019,4,8,1,7,0,34.6,Operational,2.53,57.8,43.3
C0002117,RG0045,Anantapur,2020,1,11,2,9,1,38.1,Operational,2.7,54.6,46.8
C0002118,RG0045,Anantapur,2020,2,14,2,12,1,35.0,Operational,2.78,54.8,46.2
C0002119,RG0045,Anantapur,2020,3,16,2,14,1,39.4,Operational,2.64,54.7,46.7
C0002120,RG0045,Anantapur,2020,4,20,3,17,1,37.0,Operational,2.75,54.4,46.8
C0002121,RG0045,Anantapur,2021,1,24,4,20,2,37.9,Operational,2.86,52.7,48.5
C0002122,RG0045,Anantapur,2021,2,28,4,24,2,40.5,Operational,2.89,51.5,49.9
C0002123,RG0045,Anantapur,2021,3,32,5,27,2,41.4,Operational,2.91,51.0,50.5
C0002124,RG0045,Anantapur,2021,4,37,6,31,3,37.3,Operational,2.94,52.1,49.1
C0002125,RG0045,Anantapur,2022,1,43,7,36,3,44.7,Operational,3.09,47.7,53.9
C0002126,RG0045,Anantapur,2022,2,48,8,40,4,38.5,Operational,3.12,49.5,51.6
C0002127,RG0045,Anantapur,2022,3,53,9,44,4,39.2,Operational,3.13,49.2,52.0
C0002128,RG0045,Anantapur,2022,4,59,10,49,4,39.6,Operational,3.14,48.9,52.3
C0002129,RG0045,Anantapur,2023,1,68,12,56,5,41.4,Operational,3.32,46.2,55.1
C0002130,RG0045,Anantapur,2023,2,74,13,61,6,43.9,Operational,3.33,45.2,56.2
C0002131,RG0045,Anantapur,2023,3,81,15,66,7,46.3,Operational,3.36,44.0,57.5
C0002132,RG0045,Anantapur,2023,4,88,16,72,7,46.8,Operational,3.33,44.2,57.5
C0002133,RG0045,Anantapur,2024,1,102,19,83,9,47.0,Operational,3.56,41.4,60.1
C0002134,RG0045,Anantapur,2024,2,110,21,89,9,42.0,Operational,3.55,43.3,57.9
C0002135,RG0045,Anantapur,2024,3,120,23,97,10,45.3,Operational,3.57,41.9,59.5
C0002136,RG0045,Anantapur,2024,4,130,25,105,11,44.3,Operational,3.56,42.4,59.0
C0002137,RG0045,Anantapur,2025,1,148,30,118,14,46.3,Operational,3.79,39.0,62.3
C0002138,RG0045,Anantapur,2025,2,159,32,127,14,48.1,Operational,3.8,38.3,63.2
C0002139,RG0045,Anantapur,2025,3,170,34,136,15,44.3,Operational,3.78,39.8,61.4
C0002140,RG0045,Anantapur,2025,4,185,37,148,17,51.1,Operational,3.79,37.3,64.4
C0002141,RG0045,Anantapur,2026,1,209,44,165,20,51.3,Operational,4.01,34.7,66.9
C0002142,RG0045,Anantapur,2026,2,224,47,177,21,49.0,Operational,4.01,35.5,65.9
C0002143,RG0045,Anantapur,2026,3,239,50,189,22,50.5,Operational,4.0,35.1,66.5
C0002144,RG0045,Anantapur,2026,4,258,54,204,24,48.6,Operational,4.0,35.7,65.7
C0002145,RG0045,Anantapur,2027,1,291,64,227,29,51.1,Operational,4.22,32.3,69.2
C0002146,RG0045,Anantapur,2027,2,310,68,242,31,49.7,Operational,4.23,32.7,68.7
C0002147,RG0045,Anantapur,2027,3,332,73,259,33,51.6,Operational,4.23,32.0,69.5
C0002148,RG0045,Anantapur,2027,4,358,79,279,36,51.2,Operational,4.23,32.2,69.3
C0002149,RG0045,Anantapur,2028,1,401,92,309,41,56.1,Operational,4.45,27.9,73.8
C0002150,RG0045,Anantapur,2028,2,427,98,329,44,55.7,Operational,4.45,28.0,73.6
C0002151,RG0045,Anantapur,2028,3,454,104,350,47,58.8,Operational,4.45,26.9,74.9
C0002152,RG0045,Anantapur,2028,4,489,112,377,50,54.9,Operational,4.45,28.3,73.3
C0002153,RG0045,Anantapur,2029,1,541,130,411,58,58.5,Operational,4.66,24.6,77.2
C0002154,RG0045,Anantapur,2029,2,573,138,435,62,54.7,Operational,4.67,25.8,75.7
C0002155,RG0045,Anantapur,2029,3,607,146,461,66,54.2,Operational,4.67,26.0,75.5
C0002156,RG0045,Anantapur,2029,4,646,155,491,70,55.5,Operational,4.66,25.6,75.9
C0002157,RG0045,Anantapur,2030,1,722,180,542,81,57.1,Operational,4.88,22.5,79.0
C0002158,RG0045,Anantapur,2030,2,770,192,578,86,63.5,Operational,4.89,20.2,81.8
C0002159,RG0045,Anantapur,2030,3,819,205,614,92,57.0,Operational,4.89,22.5,79.1
C0002160,RG0045,Anantapur,2030,4,877,219,658,99,63.1,Operational,4.89,20.3,81.7
C0002161,RG0046,Eluru,2019,1,2,0,2,0,35.8,Operational,2.47,58.0,43.2
C0002162,RG0046,Eluru,2019,2,4,1,3,0,30.1,Operational,2.37,61.1,39.8
C0002163,RG0046,Eluru,2019,3,6,1,5,0,32.3,Operational,2.33,60.7,40.4
C0002164,RG0046,Eluru,2019,4,9,1,8,0,36.0,Operational,2.48,57.9,43.4
C0002165,RG0046,Eluru,2020,1,12,2,10,1,35.9,Operational,2.58,56.6,44.6
C0002166,RG0046,Eluru,2020,2,15,2,13,1,37.4,Operational,2.61,55.8,45.6
C0002167,RG0046,Eluru,2020,3,19,3,16,1,38.1,Operational,2.74,54.1,47.2
C0002168,RG0046,Eluru,2020,4,22,3,19,1,37.5,Operational,2.65,55.3,46.0
C0002169,RG0046,Eluru,2021,1,28,4,24,2,36.5,Operational,2.91,52.7,48.4
C0002170,RG0046,Eluru,2021,2,32,5,27,2,34.8,Operational,2.93,53.1,47.9
C0002171,RG0046,Eluru,2021,3,36,6,30,3,40.8,Operational,2.91,51.2,50.2
C0002172,RG0046,Eluru,2021,4,41,7,34,3,41.1,Operational,2.9,51.2,50.3
C0002173,RG0046,Eluru,2022,1,49,8,41,4,39.8,Operational,3.15,48.7,52.5
C0002174,RG0046,Eluru,2022,2,53,9,44,4,45.0,Operational,3.11,47.3,54.2
C0002175,RG0046,Eluru,2022,3,58,10,48,4,39.9,Operational,3.12,49.0,52.2
C0002176,RG0046,Eluru,2022,4,64,11,53,5,37.2,Operational,3.12,50.0,51.1
C0002177,RG0046,Eluru,2023,1,76,14,62,6,42.8,Operational,3.37,45.1,56.2
C0002178,RG0046,Eluru,2023,2,83,15,68,7,44.0,Operational,3.36,44.8,56.6
C0002179,RG0046,Eluru,2023,3,90,16,74,7,41.3,Operational,3.33,46.1,55.1
C0002180,RG0046,Eluru,2023,4,100,18,82,8,44.8,Operational,3.35,44.6,56.8
C0002181,RG0046,Eluru,2024,1,114,22,92,10,45.6,Operational,3.56,41.9,59.5
C0002182,RG0046,Eluru,2024,2,123,23,100,10,45.1,Operational,3.56,42.1,59.3
C0002183,RG0046,Eluru,2024,3,132,25,107,11,45.5,Operational,3.56,41.9,59.5
C0002184,RG0046,Eluru,2024,4,143,27,116,12,49.6,Operational,3.57,40.4,61.3
C0002185,RG0046,Eluru,2025,1,163,33,130,15,48.6,Operational,3.79,38.2,63.3
C0002186,RG0046,Eluru,2025,2,174,35,139,16,45.0,Operational,3.78,39.6,61.7
C0002187,RG0046,Eluru,2025,3,186,37,149,17,49.7,Operational,3.78,37.9,63.7
C0002188,RG0046,Eluru,2025,4,201,40,161,18,44.7,Operational,3.78,39.7,61.6
C0002189,RG0046,Eluru,2026,1,228,48,180,22,52.6,Operational,4.01,34.2,67.4
C0002190,RG0046,Eluru,2026,2,243,51,192,23,52.3,Operational,4.0,34.4,67.2
C0002191,RG0046,Eluru,2026,3,261,55,206,25,53.9,Operational,4.01,33.8,68.0
C0002192,RG0046,Eluru,2026,4,282,59,223,27,47.8,Operational,4.0,36.0,65.3
C0002193,RG0046,Eluru,2027,1,319,70,249,32,54.3,Operational,4.23,31.1,70.6
C0002194,RG0046,Eluru,2027,2,340,75,265,34,52.2,Operational,4.23,31.8,69.7
C0002195,RG0046,Eluru,2027,3,364,80,284,36,49.9,Operational,4.23,32.6,68.8
C0002196,RG0046,Eluru,2027,4,391,86,305,39,52.1,Operational,4.22,32.0,69.6
C0002197,RG0046,Eluru,2028,1,436,100,336,45,56.5,Operational,4.44,27.9,73.9
C0002198,RG0046,Eluru,2028,2,460,106,354,48,56.3,Operational,4.45,27.8,73.9
C0002199,RG0046,Eluru,2028,3,487,112,375,50,54.4,Operational,4.45,28.5,73.1
C0002200,RG0046,Eluru,2028,4,518,119,399,54,56.4,Operational,4.45,27.8,73.9
C0002201,RG0046,Eluru,2029,1,577,138,439,62,55.2,Operational,4.67,25.6,75.9
C0002202,RG0046,Eluru,2029,2,610,146,464,66,59.2,Operational,4.67,24.2,77.6
C0002203,RG0046,Eluru,2029,3,645,155,490,70,55.2,Operational,4.67,25.6,75.9
C0002204,RG0046,Eluru,2029,4,688,165,523,74,55.6,Operational,4.67,25.5,76.1
C0002205,RG0046,Eluru,2030,1,760,190,570,86,58.9,Operational,4.89,21.8,79.9
C0002206,RG0046,Eluru,2030,2,801,200,601,90,57.4,Operational,4.89,22.3,79.3
C0002207,RG0046,Eluru,2030,3,849,212,637,95,57.0,Operational,4.89,22.5,79.1
C0002208,RG0046,Eluru,2030,4,904,226,678,102,60.3,Operational,4.89,21.3,80.5
C0002209,RG0047,Itanagar,2019,1,1,0,1,0,32.0,Operational,2.59,58.1,42.8
C0002210,RG0047,Itanagar,2019,2,1,0,1,0,31.6,Operational,1.3,71.8,29.8
C0002211,RG0047,Itanagar,2019,3,2,0,2,0,27.0,Operational,1.69,69.3,31.7
C0002212,RG0047,Itanagar,2019,4,3,0,3,0,32.4,Operational,1.74,66.9,34.5
C0002213,RG0047,Itanagar,2020,1,4,1,3,0,34.3,Operational,1.8,65.3,36.2
C0002214,RG0047,Itanagar,2020,2,5,1,4,0,35.8,Operational,1.82,64.6,37.0
C0002215,RG0047,Itanagar,2020,3,6,1,5,0,31.5,Operational,1.83,66.0,35.3
C0002216,RG0047,Itanagar,2020,4,8,1,7,0,35.7,Operational,2.03,62.4,39.0
C0002217,RG0047,Itanagar,2021,1,10,2,8,1,33.9,Operational,2.24,60.6,40.6
C0002218,RG0047,Itanagar,2021,2,11,2,9,1,37.0,Operational,2.19,60.1,41.4
C0002219,RG0047,Itanagar,2021,3,12,2,10,1,31.5,Operational,2.13,62.6,38.5
C0002220,RG0047,Itanagar,2021,4,14,2,12,1,34.1,Operational,2.2,61.0,40.3
C0002221,RG0047,Itanagar,2022,1,17,3,14,1,39.3,Operational,2.42,56.6,45.0
