demo_id,region_id,year,population,urban_population_pct,population_density,median_age,literacy_rate,working_age_population_pct
D002003,RG0167,2029,7194857,94.3,8359,29.2,92.1,65.7
D002004,RG0167,2030,7352007,94.2,8244,29.5,92.3,65.7
D002005,RG0168,2019,756998,72.7,3071,28.7,88.7,65.5
D002006,RG0168,2020,763079,74.0,3162,28.7,89.2,65.4
D002007,RG0168,2021,774778,75.4,3092,28.9,89.3,65.4
D002008,RG0168,2022,796463,75.6,3164,28.9,89.4,65.3
D002009,RG0168,2023,809593,75.8,3346,29.1,89.3,65.1
D002010,RG0168,2024,828128,75.7,3301,29.0,89.5,64.9
D002011,RG0168,2025,835373,77.7,3312,29.3,89.8,65.0
D002012,RG0168,2026,843014,78.2,3283,29.0,89.9,64.8
D002013,RG0168,2027,871723,79.1,3390,29.1,90.3,64.7
D002014,RG0168,2028,875634,78.6,3518,29.1,90.6,64.7
D002015,RG0168,2029,899303,80.4,3411,29.4,90.4,64.6
D002016,RG0168,2030,905824,80.2,3475,29.2,91.0,64.6
D002017,RG0169,2019,518129,74.4,3025,29.5,89.0,65.8
D002018,RG0169,2020,530602,75.5,3147,29.7,89.2,65.6
D002019,RG0169,2021,538371,76.4,3124,29.5,89.5,65.5
D002020,RG0169,2022,543851,75.7,3197,29.7,89.7,65.3
D002021,RG0169,2023,551411,76.2,3161,29.6,89.6,65.6
D002022,RG0169,2024,565890,77.5,3209,30.0,89.9,65.5
D002023,RG0169,2025,577938,77.6,3335,30.1,90.0,65.2
D002024,RG0169,2026,582737,79.5,3441,30.1,90.2,65.1
D002025,RG0169,2027,599302,79.8,3438,30.3,90.4,65.1
D002026,RG0169,2028,602542,80.2,3343,30.0,90.7,65.0
D002027,RG0169,2029,618094,81.4,3494,30.3,90.9,65.2
D002028,RG0169,2030,626077,81.1,3613,30.1,91.2,65.0
D002029,RG0170,2019,1032158,73.3,3194,29.5,88.7,65.8
D002030,RG0170,2020,1064619,73.7,3093,29.5,88.9,65.6
D002031,RG0170,2021,1068636,74.5,3095,29.9,89.5,65.5
D002032,RG0170,2022,1102353,76.4,3170,29.8,89.3,65.3
D002033,RG0170,2023,1125326,75.5,3170,29.8,89.8,65.3
D002034,RG0170,2024,1144679,76.3,3223,30.0,89.8,65.4
D002035,RG0170,2025,1147299,77.6,3326,30.2,90.0,65.4
D002036,RG0170,2026,1182987,78.6,3369,30.3,90.2,65.1
D002037,RG0170,2027,1206239,79.6,3420,30.0,90.6,65.2
D002038,RG0170,2028,1208160,80.1,3357,30.3,90.5,64.9
D002039,RG0170,2029,1247576,80.5,3532,30.3,90.5,64.9
D002040,RG0170,2030,1261676,81.0,3415,30.2,90.9,65.1
D002041,RG0171,2019,3368952,75.5,3164,28.6,89.2,65.2
D002042,RG0171,2020,3415421,74.8,3228,29.0,89.3,65.2
D002043,RG0171,2021,3444375,76.4,3169,29.1,89.8,64.8
D002044,RG0171,2022,3513314,77.3,3224,29.1,90.1,65.0
D002045,RG0171,2023,3578484,78.4,3332,28.9,90.1,64.7
D002046,RG0171,2024,3634638,77.4,3232,29.1,90.0,64.9
D002047,RG0171,2025,3706020,79.1,3407,28.9,90.3,64.8
D002048,RG0171,2026,3814510,78.7,3356,29.2,90.6,64.6
D002049,RG0171,2027,3858328,81.1,3454,29.4,90.6,64.8
D002050,RG0171,2028,3952625,79.9,3379,29.2,91.0,64.7
D002051,RG0171,2029,3962889,81.0,3579,29.3,91.3,64.3
D002052,RG0171,2030,4047283,81.4,3481,29.7,91.2,64.3
D002053,RG0172,2019,876616,74.6,3178,28.5,89.6,65.5
D002054,RG0172,2020,891637,76.5,3209,29.0,89.6,65.2
D002055,RG0172,2021,906937,77.1,3174,28.8,89.9,65.4
D002056,RG0172,2022,914242,77.5,3259,28.7,89.8,65.2
D002057,RG0172,2023,931756,78.0,3285,29.0,90.3,65.3
D002058,RG0172,2024,943166,78.7,3381,29.0,90.4,64.9
D002059,RG0172,2025,961142,80.0,3254,28.9,90.4,65.0
D002060,RG0172,2026,976235,79.8,3435,29.3,90.8,65.0
D002061,RG0172,2027,995578,80.1,3503,29.3,91.1,64.9
D002062,RG0172,2028,1014841,81.0,3467,29.3,91.2,64.8
D002063,RG0172,2029,1025570,80.9,3418,29.5,91.0,64.9
D002064,RG0172,2030,1054978,82.9,3492,29.3,91.3,64.7
D002065,RG0173,2019,1535369,71.7,3073,28.1,87.9,66.1
D002066,RG0173,2020,1564253,70.9,3099,28.5,88.0,65.9
D002067,RG0173,2021,1594482,71.9,3104,28.3,88.3,65.7
D002068,RG0173,2022,1621776,73.5,3180,28.7,88.5,65.8
D002069,RG0173,2023,1649625,74.4,3310,28.6,88.6,65.9
D002070,RG0173,2024,1673584,74.3,3236,28.6,88.7,65.5
D002071,RG0173,2025,1713446,75.0,3257,28.5,88.7,65.8
D002072,RG0173,2026,1749495,76.0,3456,28.6,89.2,65.4
D002073,RG0173,2027,1757137,76.8,3371,29.0,89.4,65.5
D002074,RG0173,2028,1814646,76.4,3520,29.1,89.4,65.3
D002075,RG0173,2029,1841683,78.1,3436,28.8,89.5,65.6
D002076,RG0173,2030,1861704,77.5,3461,28.8,90.1,65.3
D002077,RG0174,2019,2219073,73.6,3038,29.6,88.9,65.7
D002078,RG0174,2020,2248359,74.6,3130,29.6,88.8,65.5
D002079,RG0174,2021,2297874,73.6,3130,29.6,89.0,65.5
D002080,RG0174,2022,2339975,75.5,3131,29.8,89.4,65.5
D002081,RG0174,2023,2370585,75.5,3245,29.8,89.3,65.4
D002082,RG0174,2024,2425008,75.7,3307,29.7,89.4,65.2
D002083,RG0174,2025,2453409,77.5,3377,30.2,89.6,65.1
D002084,RG0174,2026,2531632,78.0,3309,30.2,90.1,65.3
D002085,RG0174,2027,2548526,77.8,3490,30.3,90.1,65.0
D002086,RG0174,2028,2625387,78.3,3501,30.4,90.3,65.0
D002087,RG0174,2029,2666049,78.9,3528,30.3,90.3,64.9
D002088,RG0174,2030,2711885,80.1,3477,30.2,90.9,65.0
D002089,RG0175,2019,568133,70.8,3172,29.7,87.8,65.9
D002090,RG0175,2020,579020,70.0,3215,29.8,87.8,65.8
D002091,RG0175,2021,588600,70.8,3197,29.7,88.1,65.9
D002092,RG0175,2022,598925,71.5,3129,29.5,88.2,65.7
D002093,RG0175,2023,612411,73.0,3174,29.7,88.5,65.6
D002094,RG0175,2024,622903,73.2,3330,29.6,88.8,65.6
D002095,RG0175,2025,637745,74.2,3252,29.9,88.8,65.3
D002096,RG0175,2026,645305,74.6,3451,30.2,89.1,65.5
D002097,RG0175,2027,651688,74.9,3455,30.3,89.0,65.5
D002098,RG0175,2028,661824,75.0,3434,30.2,89.3,65.4
D002099,RG0175,2029,673534,77.5,3568,30.4,89.6,65.2
D002100,RG0175,2030,687391,77.7,3470,30.3,89.8,65.1
D002101,RG0176,2019,5217613,94.4,7785,27.6,94.2,66.5
D002102,RG0176,2020,5294670,95.2,7780,27.6,94.5,66.4
D002103,RG0176,2021,5415760,95.8,7712,27.9,94.6,66.4
D002104,RG0176,2022,5509168,95.8,8043,27.6,94.6,66.5
D002105,RG0176,2023,5693106,96.6,8120,27.9,94.8,66.5
D002106,RG0176,2024,5771958,97.6,8252,28.1,95.2,66.2
D002107,RG0176,2025,5875484,98.5,8374,28.0,95.2,66.1
D002108,RG0176,2026,6033166,99.0,8255,27.8,95.7,66.0
D002109,RG0176,2027,6180106,98.4,8494,28.1,95.5,66.3
D002110,RG0176,2028,6284836,99.0,8555,28.0,95.7,65.9
D002111,RG0176,2029,6505211,99.0,8474,28.4,95.9,66.0
D002112,RG0176,2030,6602616,99.0,8409,28.4,96.4,65.8
D002113,RG0177,2019,6249331,85.8,7574,27.8,91.9,67.6
D002114,RG0177,2020,6421456,86.3,7717,28.3,91.6,67.3
D002115,RG0177,2021,6529813,87.0,7812,28.3,91.9,67.5
D002116,RG0177,2022,6746828,88.8,7985,28.3,92.0,67.2
D002117,RG0177,2023,6889166,90.0,7917,28.4,92.6,67.3
D002118,RG0177,2024,7024546,90.1,8017,28.3,92.5,67.0
D002119,RG0177,2025,7086606,91.4,7990,28.5,92.8,67.2
D002120,RG0177,2026,7328670,90.3,8063,28.6,93.2,67.0
D002121,RG0177,2027,7417060,91.7,8551,28.5,93.2,67.1
D002122,RG0177,2028,7710842,93.2,8557,28.8,93.2,66.9
D002123,RG0177,2029,7731538,92.4,8465,28.7,93.7,66.9
D002124,RG0177,2030,7942480,93.4,8417,28.8,93.6,67.0
D002125,RG0178,2019,1638420,74.4,3242,28.4,90.6,65.8
D002126,RG0178,2020,1667647,75.1,3323,28.1,90.5,65.9
D002127,RG0178,2021,1715843,76.1,3360,28.6,90.9,65.9
D002128,RG0178,2022,1727192,76.4,3409,28.4,90.8,65.9
D002129,RG0178,2023,1772504,76.0,3347,28.4,91.0,65.6
D002130,RG0178,2024,1790547,76.9,3374,28.9,91.1,65.4
D002131,RG0178,2025,1825521,77.6,3352,28.9,91.5,65.5
D002132,RG0178,2026,1879622,78.5,3447,28.6,91.6,65.5
D002133,RG0178,2027,1914656,78.4,3585,28.8,91.7,65.5
D002134,RG0178,2028,1944978,80.4,3567,29.2,92.1,65.2
D002135,RG0178,2029,1956955,79.8,3674,29.1,92.1,65.4
D002136,RG0178,2030,2006202,80.8,3729,29.2,92.5,65.2
D002137,RG0179,2019,3624908,77.2,3162,28.6,91.4,65.4
D002138,RG0179,2020,3707548,78.4,3248,28.5,91.7,65.3
D002139,RG0179,2021,3801657,78.8,3216,28.9,91.5,65.2
D002140,RG0179,2022,3875075,78.8,3228,28.6,91.8,65.5
D002141,RG0179,2023,3925709,79.3,3300,29.0,92.0,65.2
D002142,RG0179,2024,4015009,80.9,3471,29.0,92.1,65.3
D002143,RG0179,2025,4043589,81.7,3432,29.1,92.3,65.1
D002144,RG0179,2026,4170743,81.4,3434,29.0,92.6,65.0
D002145,RG0179,2027,4260178,81.7,3539,29.3,93.0,65.2
D002146,RG0179,2028,4286783,82.2,3639,29.1,93.2,65.2
D002147,RG0179,2029,4353490,83.6,3542,29.4,93.4,64.8
D002148,RG0179,2030,4449854,84.2,3602,29.3,93.2,64.6
D002149,RG0180,2019,2854164,72.1,3174,28.9,89.8,66.1
D002150,RG0180,2020,2868169,74.0,3313,29.4,89.9,66.0
D002151,RG0180,2021,2969749,74.5,3344,29.4,90.3,65.8
D002152,RG0180,2022,3008002,75.2,3272,29.5,90.5,65.7
D002153,RG0180,2023,3039088,74.8,3413,29.3,90.6,65.7
D002154,RG0180,2024,3137099,75.9,3455,29.3,90.6,65.6
D002155,RG0180,2025,3179678,76.6,3470,29.6,91.0,65.7
D002156,RG0180,2026,3220273,77.7,3382,29.5,91.0,65.4
D002157,RG0180,2027,3255852,78.1,3521,29.9,91.3,65.5
D002158,RG0180,2028,3355010,78.9,3503,29.6,91.5,65.3
D002159,RG0180,2029,3416578,79.6,3519,29.7,91.8,65.2
D002160,RG0180,2030,3496344,79.3,3657,29.6,92.0,65.0
D002161,RG0181,2019,817916,70.6,3264,27.9,89.6,66.3
D002162,RG0181,2020,832750,71.4,3224,28.3,89.6,66.4
D002163,RG0181,2021,855073,71.9,3218,28.4,90.0,66.4
D002164,RG0181,2022,872039,73.3,3292,28.2,90.0,66.4
D002165,RG0181,2023,890907,73.0,3452,28.3,90.5,66.0
D002166,RG0181,2024,910990,74.2,3372,28.2,90.6,66.1
D002167,RG0181,2025,916794,74.7,3442,28.5,90.7,66.0
D002168,RG0181,2026,930985,76.0,3525,28.6,90.9,66.2
D002169,RG0181,2027,946371,77.3,3469,28.8,90.8,65.8
D002170,RG0181,2028,974971,76.7,3625,29.0,90.9,65.8
D002171,RG0181,2029,996618,78.4,3527,28.7,91.3,65.9
D002172,RG0181,2030,1004392,78.7,3723,28.9,91.3,65.8
D002173,RG0182,2019,2948410,73.1,3160,28.2,90.2,65.3
D002174,RG0182,2020,2966605,73.8,3185,28.1,90.6,65.0
D002175,RG0182,2021,3021805,75.8,3225,28.6,90.7,65.2
D002176,RG0182,2022,3083385,75.5,3364,28.4,90.9,64.9
D002177,RG0182,2023,3173253,77.2,3449,28.4,90.9,65.0
D002178,RG0182,2024,3181876,76.6,3405,28.7,91.2,64.7
D002179,RG0182,2025,3280188,78.2,3504,28.7,91.7,64.7
D002180,RG0182,2026,3283216,78.3,3538,28.9,91.9,64.9
D002181,RG0182,2027,3374596,79.1,3441,28.5,92.1,64.6
D002182,RG0182,2028,3435991,79.1,3547,28.8,92.2,64.6
D002183,RG0182,2029,3508643,79.9,3586,28.9,92.1,64.6
D002184,RG0182,2030,3588742,81.8,3682,29.2,92.2,64.5
D002185,RG0183,2019,3163602,73.3,3222,29.2,90.1,65.6
D002186,RG0183,2020,3199833,73.6,3288,29.4,90.0,65.4
D002187,RG0183,2021,3225274,73.0,3336,29.7,90.2,65.2
D002188,RG0183,2022,3291809,73.8,3279,29.8,90.5,65.3
D002189,RG0183,2023,3357542,75.7,3429,29.8,90.7,65.3
D002190,RG0183,2024,3414203,75.6,3448,30.0,90.9,65.1
D002191,RG0183,2025,3512955,75.6,3508,29.7,91.2,65.0
D002192,RG0183,2026,3551836,77.7,3474,30.1,91.1,65.0
D002193,RG0183,2027,3596558,78.0,3598,29.9,91.3,65.1
D002194,RG0183,2028,3687651,78.9,3614,30.2,91.7,65.1
D002195,RG0183,2029,3768959,78.3,3530,29.9,91.6,64.7
D002196,RG0183,2030,3808518,79.9,3736,30.2,92.1,64.9
D002197,RG0184,2019,1786655,76.9,3160,28.7,91.3,66.6
D002198,RG0184,2020,1834747,79.0,3162,28.7,91.4,66.8
D002199,RG0184,2021,1836043,79.6,3218,29.0,91.7,66.6
D002200,RG0184,2022,1881956,78.5,3365,28.9,91.9,66.4
D002201,RG0184,2023,1918201,80.4,3385,29.1,92.3,66.6
D002202,RG0184,2024,1934992,80.5,3492,29.2,92.5,66.5
D002203,RG0184,2025,1994244,81.8,3520,29.4,92.4,66.4
D002204,RG0184,2026,2031450,81.5,3555,29.1,92.6,66.3
D002205,RG0184,2027,2049532,83.7,3486,29.4,93.1,66.0
D002206,RG0184,2028,2106399,82.7,3512,29.3,93.2,66.3
D002207,RG0184,2029,2124312,84.0,3592,29.4,93.3,66.3
D002208,RG0184,2030,2157665,84.3,3615,29.5,93.4,66.0
D002209,RG0185,2019,5267961,87.1,7598,27.6,92.5,66.6
D002210,RG0185,2020,5424696,87.5,7810,27.4,93.0,66.7
D002211,RG0185,2021,5555039,90.1,8099,27.7,93.1,66.5
D002212,RG0185,2022,5613732,89.2,7759,27.9,93.1,66.4
D002213,RG0185,2023,5726514,90.1,7864,27.9,93.3,66.7
D002214,RG0185,2024,5960548,90.9,8206,27.8,93.3,66.7
D002215,RG0185,2025,6031869,92.3,8147,27.8,93.8,66.3
D002216,RG0185,2026,6127821,93.1,8310,28.3,94.1,66.6
D002217,RG0185,2027,6259727,94.0,8217,28.1,94.2,66.4
D002218,RG0185,2028,6398901,93.9,8425,28.1,94.3,66.1
D002219,RG0185,2029,6537485,94.6,8816,28.1,94.3,66.4
D002220,RG0185,2030,6711984,96.0,8530,28.6,94.5,66.1
D002221,RG0186,2019,559329,70.8,3288,28.5,90.0,65.5
D002222,RG0186,2020,565327,71.0,3338,28.6,90.0,65.2
D002223,RG0186,2021,577842,73.0,3265,28.2,90.4,65.2
D002224,RG0186,2022,588108,72.8,3454,28.5,90.3,65.2
D002225,RG0186,2023,603965,74.2,3469,28.8,90.8,65.0
D002226,RG0186,2024,608182,74.1,3335,28.6,90.9,65.2
D002227,RG0186,2025,624795,75.4,3534,28.9,90.8,64.9
D002228,RG0186,2026,642179,76.4,3566,28.9,91.0,64.8
D002229,RG0186,2027,648043,75.9,3592,28.7,91.3,65.1
D002230,RG0186,2028,663879,76.9,3590,28.8,91.3,64.8
D002231,RG0186,2029,667453,78.5,3585,29.0,91.8,64.8
D002232,RG0186,2030,686472,79.6,3710,28.9,91.9,64.8
D002233,RG0187,2019,5601945,92.2,7662,27.4,94.3,66.8
D002234,RG0187,2020,5746987,94.1,7789,27.4,94.3,66.8
D002235,RG0187,2021,5833094,94.0,7993,27.2,94.3,66.6
D002236,RG0187,2022,5941306,94.9,8167,27.5,94.8,66.6
D002237,RG0187,2023,6126057,96.3,7891,27.2,94.7,66.3
D002238,RG0187,2024,6247934,97.1,8342,27.7,95.2,66.3
D002239,RG0187,2025,6401931,96.7,8078,27.8,95.4,66.5
D002240,RG0187,2026,6533042,97.2,8459,27.5,95.5,66.3
D002241,RG0187,2027,6693050,97.6,8607,27.7,95.6,66.3
D002242,RG0187,2028,6883603,98.0,8581,27.9,96.1,66.2
D002243,RG0187,2029,6990897,99.0,8549,28.0,95.8,66.2
D002244,RG0187,2030,7110052,99.0,8700,28.2,96.0,65.9
D002245,RG0188,2019,3402119,85.8,7598,27.2,92.3,67.0
D002246,RG0188,2020,3445491,86.9,7724,27.3,92.1,67.1
D002247,RG0188,2021,3559873,87.7,8052,27.5,92.6,67.1
D002248,RG0188,2022,3626672,89.0,7805,27.4,92.6,66.8
D002249,RG0188,2023,3715028,89.9,8203,27.7,93.0,66.8
D002250,RG0188,2024,3789026,89.8,8127,27.6,93.2,67.0
D002251,RG0188,2025,3851646,91.3,8166,27.8,93.4,66.6
D002252,RG0188,2026,3992353,90.7,8471,27.6,93.2,66.8
D002253,RG0188,2027,4034760,91.6,8554,27.7,93.7,66.6
D002254,RG0188,2028,4144320,93.5,8526,27.8,93.6,66.5
D002255,RG0188,2029,4223066,93.7,8833,28.1,94.1,66.6
D002256,RG0188,2030,4334880,94.6,8634,28.1,93.9,66.5
D002257,RG0189,2019,1267011,71.0,3164,28.2,90.0,66.4
D002258,RG0189,2020,1279722,72.4,3225,28.6,89.9,66.3
D002259,RG0189,2021,1324163,72.6,3388,28.2,90.2,66.2
D002260,RG0189,2022,1341525,73.4,3291,28.5,90.3,66.0
D002261,RG0189,2023,1349761,72.8,3378,28.7,90.7,66.1
D002262,RG0189,2024,1377114,74.8,3434,28.5,90.7,65.8
D002263,RG0189,2025,1412199,74.4,3573,28.6,91.0,65.9
D002264,RG0189,2026,1449121,74.8,3454,28.8,91.0,66.0
D002265,RG0189,2027,1466528,75.5,3460,29.0,91.3,65.7
D002266,RG0189,2028,1491176,77.7,3670,28.9,91.3,65.8
D002267,RG0189,2029,1515257,78.3,3622,29.0,91.5,65.9
D002268,RG0189,2030,1530155,78.4,3735,29.2,91.9,65.6
D002269,RG0190,2019,969118,73.8,3256,29.1,90.7,66.7
D002270,RG0190,2020,970818,74.2,3271,29.3,91.1,66.5
D002271,RG0190,2021,997528,75.0,3234,29.5,91.1,66.6
D002272,RG0190,2022,1015935,76.2,3339,29.4,91.2,66.5
D002273,RG0190,2023,1029328,76.0,3453,29.6,91.8,66.7
D002274,RG0190,2024,1058292,77.8,3419,29.4,91.9,66.3
D002275,RG0190,2025,1074770,78.7,3386,29.6,91.9,66.3
D002276,RG0190,2026,1081513,78.6,3605,29.7,92.3,66.2
D002277,RG0190,2027,1104413,78.6,3603,29.9,92.4,66.0
D002278,RG0190,2028,1131843,80.7,3514,29.9,92.3,66.2
D002279,RG0190,2029,1144032,80.0,3607,29.7,92.7,65.9
D002280,RG0190,2030,1174339,81.8,3684,29.8,93.0,65.9
D002281,RG0191,2019,588255,76.1,3166,28.5,91.0,66.7
D002282,RG0191,2020,594373,75.3,3257,28.6,91.1,66.3
D002283,RG0191,2021,616052,77.4,3252,28.5,91.2,66.5
D002284,RG0191,2022,627987,76.3,3254,28.9,91.7,66.4
D002285,RG0191,2023,627735,78.1,3440,28.7,91.7,66.3
D002286,RG0191,2024,642370,79.5,3416,29.0,92.2,66.0
D002287,RG0191,2025,657743,78.3,3545,29.1,92.1,66.1
D002288,RG0191,2026,665909,79.9,3470,28.9,92.4,66.2
D002289,RG0191,2027,685744,80.9,3545,29.1,92.6,66.1
D002290,RG0191,2028,688989,82.1,3571,29.2,92.9,65.9
D002291,RG0191,2029,707525,81.0,3674,29.1,92.7,65.8
D002292,RG0191,2030,722209,81.9,3697,29.3,93.2,65.7
D002293,RG0192,2019,2859042,75.4,3320,29.0,91.6,66.4
D002294,RG0192,2020,2933421,76.3,3264,28.9,91.5,66.4
D002295,RG0192,2021,2963756,77.6,3397,29.2,91.9,66.4
D002296,RG0192,2022,3022474,77.8,3441,28.8,91.9,66.4
D002297,RG0192,2023,3066722,79.3,3316,29.1,92.5,66.5
D002298,RG0192,2024,3151020,79.5,3471,29.3,92.2,66.1
D002299,RG0192,2025,3183944,81.3,3461,29.1,92.7,66.2
D002300,RG0192,2026,3253032,81.0,3569,29.3,92.9,66.0
D002301,RG0192,2027,3310916,82.0,3526,29.5,92.8,65.9
D002302,RG0192,2028,3386523,82.4,3494,29.5,93.1,65.8
D002303,RG0192,2029,3415203,82.7,3533,29.4,93.5,65.8
D002304,RG0192,2030,3532219,83.8,3645,29.5,93.5,66.0
D002305,RG0193,2019,2725558,75.6,3329,28.2,91.3,66.7
D002306,RG0193,2020,2793405,76.6,3369,28.5,91.3,66.6
D002307,RG0193,2021,2845381,77.1,3278,28.4,91.6,66.3
D002308,RG0193,2022,2916353,78.4,3305,28.2,91.6,66.2
D002309,RG0193,2023,2930345,77.9,3487,28.5,92.1,66.4
D002310,RG0193,2024,2988924,78.8,3521,28.7,92.1,66.3
D002311,RG0193,2025,3067317,79.2,3521,28.6,92.2,66.0
D002312,RG0193,2026,3116421,79.4,3412,28.8,92.4,66.2
D002313,RG0193,2027,3142769,80.6,3611,29.0,92.9,65.9
D002314,RG0193,2028,3233241,81.4,3628,28.7,92.7,65.9
D002315,RG0193,2029,3274585,81.6,3676,29.0,92.9,66.0
D002316,RG0193,2030,3353692,82.9,3627,29.0,93.4,65.8
D002317,RG0194,2019,1819151,75.6,3179,27.9,91.1,66.1
D002318,RG0194,2020,1872740,76.3,3339,28.1,91.2,66.2
D002319,RG0194,2021,1884886,75.8,3224,28.0,91.3,66.3
D002320,RG0194,2022,1941314,77.5,3402,28.5,91.5,66.2
D002321,RG0194,2023,1960258,76.6,3313,28.6,92.0,65.9
D002322,RG0194,2024,2027431,77.3,3444,28.2,91.8,65.9
D002323,RG0194,2025,2035270,79.4,3398,28.6,92.1,65.8
D002324,RG0194,2026,2097765,79.9,3443,28.3,92.4,65.9
D002325,RG0194,2027,2105436,80.6,3569,28.7,92.7,65.9
D002326,RG0194,2028,2156145,80.8,3598,28.6,92.7,65.7
D002327,RG0194,2029,2188178,80.9,3672,29.0,92.7,65.5
D002328,RG0194,2030,2251724,81.8,3677,29.1,93.0,65.8
D002329,RG0195,2019,1690684,72.4,3313,29.0,90.0,66.5
D002330,RG0195,2020,1713674,73.9,3284,29.2,90.5,66.7
D002331,RG0195,2021,1747321,74.4,3313,29.5,90.6,66.6
D002332,RG0195,2022,1782304,75.0,3448,29.3,90.5,66.5
D002333,RG0195,2023,1832995,74.7,3383,29.7,91.1,66.3
D002334,RG0195,2024,1841643,76.4,3423,29.5,90.9,66.2
D002335,RG0195,2025,1882527,75.5,3505,29.5,91.3,66.4
D002336,RG0195,2026,1914050,78.0,3476,29.9,91.4,66.0
D002337,RG0195,2027,1971436,77.0,3603,29.7,91.4,65.9
D002338,RG0195,2028,1985596,79.3,3519,29.9,92.1,66.3
D002339,RG0195,2029,2050829,79.2,3553,29.9,92.0,66.2
D002340,RG0195,2030,2075254,79.6,3630,29.8,92.4,65.8
D002341,RG0196,2019,1113688,74.5,2904,29.0,86.1,63.5
D002342,RG0196,2020,1144990,75.2,2873,29.1,86.2,63.2
D002343,RG0196,2021,1153890,75.9,2880,29.3,86.2,63.3
D002344,RG0196,2022,1165761,75.4,2931,29.3,86.6,63.4
D002345,RG0196,2023,1189800,76.6,3066,29.1,86.9,63.1
D002346,RG0196,2024,1212911,76.9,3069,29.2,86.9,63.1
D002347,RG0196,2025,1243954,78.8,3057,29.3,87.2,63.3
D002348,RG0196,2026,1245890,78.2,3108,29.6,87.5,63.0
D002349,RG0196,2027,1269988,79.3,3241,29.4,87.2,63.0
D002350,RG0196,2028,1305658,79.4,3111,29.6,87.8,63.1
D002351,RG0196,2029,1326703,81.6,3195,29.4,87.8,62.9
D002352,RG0196,2030,1344309,82.0,3270,29.9,87.9,62.9
D002353,RG0197,2019,2685673,72.4,2845,28.5,85.4,64.5
D002354,RG0197,2020,2718449,73.9,2849,28.5,85.8,64.4
D002355,RG0197,2021,2779750,73.7,2878,28.7,85.9,64.6
D002356,RG0197,2022,2827066,74.2,2953,28.5,86.2,64.2
D002357,RG0197,2023,2889781,76.3,2951,28.8,86.4,64.4
D002358,RG0197,2024,2942611,75.2,3040,28.7,86.5,64.2
D002359,RG0197,2025,2958851,76.9,3066,28.7,86.5,64.0
D002360,RG0197,2026,3009402,78.2,3184,28.8,86.9,64.2
D002361,RG0197,2027,3050809,77.2,3157,29.1,86.8,64.2
D002362,RG0197,2028,3110377,79.6,3247,29.2,86.9,64.2
D002363,RG0197,2029,3162315,80.1,3288,29.1,87.3,64.1
D002364,RG0197,2030,3232057,79.9,3247,29.1,87.5,63.9
D002365,RG0198,2019,886120,73.1,2872,28.7,85.5,63.4
D002366,RG0198,2020,890415,73.8,2935,28.6,86.0,63.5
D002367,RG0198,2021,914984,75.0,2948,28.6,86.3,63.3
D002368,RG0198,2022,935438,75.2,2977,28.9,86.2,63.5
D002369,RG0198,2023,944040,75.6,3051,28.7,86.4,63.2
D002370,RG0198,2024,958919,76.3,3067,29.1,86.4,63.1
D002371,RG0198,2025,983801,76.8,3178,28.9,86.9,63.0
D002372,RG0198,2026,984971,78.7,3054,29.2,87.1,63.1
D002373,RG0198,2027,1017069,77.8,3075,29.1,87.2,62.9
D002374,RG0198,2028,1031453,79.1,3213,29.1,87.2,62.9
D002375,RG0198,2029,1032256,80.5,3156,29.4,87.6,63.1
D002376,RG0198,2030,1069481,81.1,3342,29.3,87.7,62.8
D002377,RG0199,2019,7779152,91.1,8239,28.0,96.7,68.8
D002378,RG0199,2020,7881360,91.6,8628,27.9,96.9,68.6
D002379,RG0199,2021,8117714,92.5,8521,28.1,96.9,68.3
D002380,RG0199,2022,8275027,92.5,8492,28.2,97.2,68.5
D002381,RG0199,2023,8482642,94.3,8983,28.4,97.1,68.4
D002382,RG0199,2024,8714259,93.8,8697,28.0,97.5,68.1
D002383,RG0199,2025,8859909,94.4,8724,28.1,97.6,68.2
D002384,RG0199,2026,9120624,95.1,9201,28.6,97.9,68.4
D002385,RG0199,2027,9279732,95.6,9403,28.7,97.8,68.0
D002386,RG0199,2028,9451761,96.6,9161,28.3,98.3,68.1
D002387,RG0199,2029,9709514,98.9,9387,28.4,98.4,68.0
D002388,RG0199,2030,9858660,97.8,9583,28.8,98.3,67.9
D002389,RG0200,2019,4708461,88.9,8268,28.2,95.7,67.8
D002390,RG0200,2020,4835208,90.3,8215,28.6,96.1,67.8
D002391,RG0200,2021,4964850,90.5,8793,28.4,96.1,67.8
D002392,RG0200,2022,5113580,91.7,8584,28.5,96.7,67.7
D002393,RG0200,2023,5192118,91.5,8847,28.6,96.8,67.8
D002394,RG0200,2024,5338348,92.1,9000,28.6,96.8,67.6
D002395,RG0200,2025,5483885,94.1,9026,28.7,96.9,67.5
D002396,RG0200,2026,5549736,94.2,8933,29.0,97.1,67.3
D002397,RG0200,2027,5710336,94.9,9113,29.1,97.6,67.6
D002398,RG0200,2028,5872869,95.7,9230,28.7,97.6,67.2
D002399,RG0200,2029,5911589,96.5,9392,28.9,97.7,67.3
D002400,RG0200,2030,6051378,96.3,9583,29.1,97.8,67.2
D002401,RG0201,2019,9085990,88.5,8107,27.8,95.7,68.8
D002402,RG0201,2020,9367251,89.7,8309,27.8,96.0,68.9
D002403,RG0201,2021,9517900,91.1,8782,27.8,96.3,68.6
