econ_id,region_id,year,gdp_per_capita,median_household_income,petrol_price,electricity_price,employment_rate,vehicle_ownership_rate,affordability_index,energy_cost_advantage
E001181,RG0099,2023,513654,781608,99.86,7.59,93.0,0.58,38.0,13.16
E001182,RG0099,2024,544269,852289,104.37,7.85,93.5,0.6,39.1,13.3
E001183,RG0099,2025,579558,938538,106.37,7.92,93.6,0.62,40.5,13.43
E001184,RG0099,2026,616489,977129,108.76,8.27,92.9,0.63,39.6,13.15
E001185,RG0099,2027,676381,1044570,110.76,7.24,93.9,0.67,38.6,15.3
E001186,RG0099,2028,702025,1109872,112.76,8.18,93.2,0.67,39.5,13.78
E001187,RG0099,2029,751205,1214528,116.09,8.56,93.6,0.68,40.4,13.56
E001188,RG0099,2030,807660,1314551,113.8,9.0,93.8,0.72,40.7,12.64
E001189,RG0100,2019,396011,609832,71.4,5.81,92.3,0.51,38.5,12.29
E001190,RG0100,2020,427518,650851,67.36,5.76,93.1,0.52,38.1,11.69
E001191,RG0100,2021,457558,696401,84.1,6.92,92.3,0.56,38.0,12.15
E001192,RG0100,2022,486503,726790,99.47,6.84,93.3,0.56,37.3,14.54
E001193,RG0100,2023,517905,794312,98.4,6.6,93.0,0.59,38.3,14.91
E001194,RG0100,2024,543299,854827,103.53,7.19,93.4,0.61,39.3,14.4
E001195,RG0100,2025,586964,938666,102.69,7.02,93.5,0.61,40.0,14.63
E001196,RG0100,2026,627993,1013264,107.36,6.9,93.1,0.64,40.3,15.56
E001197,RG0100,2027,660612,1093361,107.86,7.12,93.7,0.64,41.4,15.15
E001198,RG0100,2028,703305,1122917,111.95,8.14,93.3,0.69,39.9,13.75
E001199,RG0100,2029,764538,1218849,113.17,7.82,93.9,0.69,39.9,14.47
E001200,RG0100,2030,824497,1317199,116.85,8.11,94.2,0.71,39.9,14.41
E001201,RG0101,2019,402998,609899,71.4,6.4,92.1,0.52,37.8,11.16
E001202,RG0101,2020,431165,638053,70.02,6.43,92.5,0.53,37.0,10.89
E001203,RG0101,2021,455550,697608,82.59,7.07,93.3,0.56,38.3,11.68
E001204,RG0101,2022,486896,764210,96.6,6.93,93.3,0.56,39.2,13.94
E001205,RG0101,2023,522206,818267,102.75,7.46,93.1,0.57,39.2,13.77
E001206,RG0101,2024,558287,848624,102.71,7.12,93.0,0.62,38.0,14.43
E001207,RG0101,2025,592837,905395,107.5,7.11,93.7,0.61,38.2,15.12
E001208,RG0101,2026,633382,1020773,106.92,8.11,93.6,0.63,40.3,13.18
E001209,RG0101,2027,658043,1058775,111.83,7.7,93.1,0.65,40.2,14.52
E001210,RG0101,2028,722461,1162612,113.17,7.37,93.3,0.68,40.2,15.36
E001211,RG0101,2029,752881,1234231,113.95,8.11,93.4,0.68,41.0,14.05
E001212,RG0101,2030,819040,1316826,115.52,8.3,94.1,0.7,40.2,13.92
E001213,RG0102,2019,402569,589799,75.39,5.91,92.6,0.5,36.6,12.76
E001214,RG0102,2020,433110,635755,70.99,7.0,92.9,0.52,36.7,10.14
E001215,RG0102,2021,449786,703252,86.7,7.16,92.1,0.53,39.1,12.11
E001216,RG0102,2022,483702,768710,99.02,7.14,92.5,0.55,39.7,13.87
E001217,RG0102,2023,519367,811456,102.43,7.02,93.2,0.57,39.1,14.59
E001218,RG0102,2024,567325,878820,103.76,6.73,93.3,0.58,38.7,15.42
E001219,RG0102,2025,590718,922945,108.85,7.15,92.6,0.62,39.1,15.22
E001220,RG0102,2026,631327,1004483,108.55,7.57,93.0,0.62,39.8,14.34
E001221,RG0102,2027,673790,1115875,110.89,7.32,93.7,0.66,41.4,15.15
E001222,RG0102,2028,727113,1199094,113.79,7.83,93.5,0.66,41.2,14.53
E001223,RG0102,2029,793575,1245908,116.89,8.23,93.8,0.68,39.2,14.2
E001224,RG0102,2030,850940,1411165,115.13,9.05,93.7,0.69,41.5,12.72
E001225,RG0103,2019,397810,597898,74.33,6.2,91.9,0.5,37.6,11.99
E001226,RG0103,2020,421235,646353,68.24,6.56,92.4,0.53,38.4,10.4
E001227,RG0103,2021,451582,709439,87.88,7.22,92.4,0.55,39.3,12.17
E001228,RG0103,2022,484144,766217,97.97,6.55,92.9,0.55,39.6,14.96
E001229,RG0103,2023,515897,816301,103.2,6.77,92.4,0.57,39.6,15.24
E001230,RG0103,2024,558702,894179,102.89,7.37,92.5,0.6,40.0,13.96
E001231,RG0103,2025,602188,938445,107.69,7.0,92.6,0.62,39.0,15.38
E001232,RG0103,2026,635862,1027807,106.69,8.01,93.6,0.63,40.4,13.32
E001233,RG0103,2027,678604,1121651,113.7,7.79,93.2,0.64,41.3,14.6
E001234,RG0103,2028,742238,1154459,113.17,7.75,93.1,0.65,38.9,14.6
E001235,RG0103,2029,787811,1242269,113.05,8.81,93.7,0.68,39.4,12.83
E001236,RG0103,2030,849420,1366010,115.67,7.96,93.9,0.69,40.2,14.53
E001237,RG0104,2019,393332,610749,74.52,6.78,92.7,0.5,38.8,10.99
E001238,RG0104,2020,432685,628238,71.99,5.84,92.8,0.51,36.3,12.33
E001239,RG0104,2021,448818,694506,84.13,5.99,92.6,0.53,38.7,14.05
E001240,RG0104,2022,486101,754525,99.68,6.89,92.4,0.56,38.8,14.47
E001241,RG0104,2023,519923,812801,100.84,6.92,92.7,0.57,39.1,14.57
E001242,RG0104,2024,568664,861494,106.72,6.61,92.7,0.61,37.9,16.15
E001243,RG0104,2025,591750,923651,103.78,6.74,92.8,0.6,39.0,15.4
E001244,RG0104,2026,652550,1017551,106.32,8.01,92.9,0.62,39.0,13.27
E001245,RG0104,2027,682313,1092162,108.71,8.06,93.4,0.66,40.0,13.49
E001246,RG0104,2028,745747,1177308,110.99,8.1,93.1,0.66,39.5,13.7
E001247,RG0104,2029,788040,1303102,113.94,7.81,93.8,0.67,41.3,14.59
E001248,RG0104,2030,843468,1382669,114.94,8.37,93.2,0.69,41.0,13.73
E001249,RG0105,2019,392470,578208,74.06,5.58,92.6,0.49,36.8,13.27
E001250,RG0105,2020,417507,611201,69.09,6.4,92.7,0.53,36.6,10.8
E001251,RG0105,2021,448395,688098,84.66,6.65,92.8,0.54,38.4,12.73
E001252,RG0105,2022,475467,702194,97.84,7.23,93.1,0.54,36.9,13.53
E001253,RG0105,2023,496623,782608,103.79,7.33,93.2,0.59,39.4,14.16
E001254,RG0105,2024,527185,818887,104.05,7.03,92.5,0.59,38.8,14.8
E001255,RG0105,2025,559978,911657,106.26,7.01,92.7,0.62,40.7,15.16
E001256,RG0105,2026,617069,936388,107.42,7.81,93.5,0.64,37.9,13.75
E001257,RG0105,2027,652648,1021247,112.73,7.92,92.8,0.64,39.1,14.23
E001258,RG0105,2028,695443,1108529,111.32,8.05,93.6,0.65,39.8,13.83
E001259,RG0105,2029,727038,1148348,114.19,8.14,93.6,0.67,39.5,14.03
E001260,RG0105,2030,770795,1285394,117.74,7.73,93.9,0.69,41.7,15.23
E001261,RG0106,2019,392978,570313,71.39,6.39,91.9,0.51,36.3,11.17
E001262,RG0106,2020,415381,637231,67.24,6.15,92.4,0.53,38.4,10.93
E001263,RG0106,2021,444637,661985,82.39,7.03,92.2,0.53,37.2,11.72
E001264,RG0106,2022,474580,715458,98.64,6.24,92.9,0.54,37.7,15.81
E001265,RG0106,2023,501430,752211,103.76,6.89,92.9,0.58,37.5,15.06
E001266,RG0106,2024,538805,834959,105.66,7.85,92.6,0.59,38.7,13.46
E001267,RG0106,2025,569628,893125,107.14,7.36,92.7,0.62,39.2,14.56
E001268,RG0106,2026,605490,946433,109.6,7.45,93.4,0.63,39.1,14.71
E001269,RG0106,2027,643224,1015373,110.58,8.48,93.8,0.63,39.5,13.04
E001270,RG0106,2028,686431,1081790,110.42,8.38,93.9,0.66,39.4,13.18
E001271,RG0106,2029,730933,1216776,113.34,8.54,93.2,0.67,41.6,13.27
E001272,RG0106,2030,780957,1290586,113.29,9.05,93.7,0.69,41.3,12.52
E001273,RG0107,2019,382511,583014,73.6,6.4,92.4,0.49,38.1,11.5
E001274,RG0107,2020,404796,616511,70.38,5.74,92.7,0.53,38.1,12.26
E001275,RG0107,2021,438841,679099,84.25,7.27,93.0,0.53,38.7,11.59
E001276,RG0107,2022,460460,708755,96.45,6.35,92.8,0.57,38.5,15.19
E001277,RG0107,2023,496448,787131,102.39,6.47,93.1,0.58,39.6,15.83
E001278,RG0107,2024,529682,849324,104.33,7.17,93.3,0.59,40.1,14.55
E001279,RG0107,2025,579135,889491,107.75,7.46,93.2,0.6,38.4,14.44
E001280,RG0107,2026,608792,962063,105.81,7.22,93.2,0.63,39.5,14.66
E001281,RG0107,2027,635861,1048981,108.0,7.55,93.8,0.65,41.2,14.3
E001282,RG0107,2028,685312,1115213,112.02,8.67,93.4,0.65,40.7,12.92
E001283,RG0107,2029,742862,1156912,112.34,8.67,94.0,0.67,38.9,12.96
E001284,RG0107,2030,796086,1291175,115.8,8.98,93.4,0.71,40.5,12.9
E001285,RG0108,2019,392396,569157,74.25,6.61,92.5,0.5,36.3,11.23
E001286,RG0108,2020,418603,644713,67.34,5.75,92.3,0.51,38.5,11.71
E001287,RG0108,2021,430985,682620,86.51,6.95,93.0,0.53,39.6,12.45
E001288,RG0108,2022,467487,710718,98.45,6.54,92.8,0.56,38.0,15.05
E001289,RG0108,2023,495005,770136,100.72,7.05,92.9,0.56,38.9,14.29
E001290,RG0108,2024,526107,822159,101.94,7.85,92.5,0.59,39.1,12.99
E001291,RG0108,2025,566538,908724,106.52,8.07,93.4,0.61,40.1,13.2
E001292,RG0108,2026,597604,979647,106.67,8.07,92.9,0.64,41.0,13.22
E001293,RG0108,2027,644059,1052554,112.23,7.47,93.2,0.63,40.9,15.02
E001294,RG0108,2028,678177,1117333,110.46,7.75,93.3,0.66,41.2,14.25
E001295,RG0108,2029,747946,1214322,115.27,8.33,93.6,0.67,40.6,13.84
E001296,RG0108,2030,773042,1265798,115.82,8.33,93.4,0.7,40.9,13.9
E001297,RG0109,2019,385466,586143,74.27,5.62,92.7,0.5,38.0,13.22
E001298,RG0109,2020,416008,634900,70.0,6.54,92.7,0.52,38.2,10.7
E001299,RG0109,2021,441133,665193,82.66,6.53,92.6,0.54,37.7,12.66
E001300,RG0109,2022,466650,740405,96.58,7.37,92.4,0.55,39.7,13.1
E001301,RG0109,2023,491017,785970,100.84,7.41,92.3,0.58,40.0,13.61
E001302,RG0109,2024,536662,835130,104.2,6.85,92.9,0.59,38.9,15.21
E001303,RG0109,2025,569109,877143,106.4,7.81,92.8,0.6,38.5,13.62
E001304,RG0109,2026,600913,984237,109.59,7.82,93.2,0.64,40.9,14.01
E001305,RG0109,2027,640496,1044167,108.1,8.26,93.8,0.63,40.8,13.09
E001306,RG0109,2028,681928,1133452,110.69,7.47,93.5,0.67,41.6,14.82
E001307,RG0109,2029,730751,1188944,116.05,7.6,93.2,0.68,40.7,15.27
E001308,RG0109,2030,789888,1283563,114.92,7.94,93.4,0.71,40.6,14.47
E001309,RG0110,2019,548155,807668,74.25,6.15,94.9,0.64,36.8,12.07
E001310,RG0110,2020,578565,872661,67.98,5.52,94.8,0.67,37.7,12.32
E001311,RG0110,2021,623002,954161,85.39,6.48,95.0,0.69,38.3,13.18
E001312,RG0110,2022,682402,1016253,96.32,6.28,94.9,0.71,37.2,15.34
E001313,RG0110,2023,709157,1109175,104.5,6.86,94.7,0.71,39.1,15.23
E001314,RG0110,2024,784427,1206338,106.77,6.69,94.9,0.72,38.4,15.96
E001315,RG0110,2025,835490,1346858,107.47,7.29,94.8,0.76,40.3,14.74
E001316,RG0110,2026,879055,1462902,111.29,7.21,95.1,0.77,41.6,15.44
E001317,RG0110,2027,963786,1556209,109.49,7.12,95.1,0.77,40.4,15.38
E001318,RG0110,2028,1037465,1655653,110.45,7.67,95.1,0.81,39.9,14.4
E001319,RG0110,2029,1098254,1804255,116.62,8.37,95.3,0.82,41.1,13.93
E001320,RG0110,2030,1197550,1953520,118.33,8.61,96.0,0.85,40.8,13.74
E001321,RG0111,2019,539877,804735,75.07,6.52,94.9,0.63,37.3,11.51
E001322,RG0111,2020,592394,869576,69.98,5.93,94.7,0.66,36.7,11.8
E001323,RG0111,2021,624398,945033,88.17,6.15,94.8,0.67,37.8,14.34
E001324,RG0111,2022,672720,1013299,100.2,6.86,95.3,0.71,37.7,14.61
E001325,RG0111,2023,719837,1130508,100.33,6.27,94.7,0.72,39.3,16.0
E001326,RG0111,2024,768127,1224359,103.21,6.7,95.3,0.72,39.8,15.4
E001327,RG0111,2025,830751,1313419,108.42,7.46,95.1,0.75,39.5,14.53
E001328,RG0111,2026,883793,1423413,108.13,7.97,95.8,0.78,40.3,13.57
E001329,RG0111,2027,979396,1580796,109.97,7.92,95.6,0.79,40.4,13.89
E001330,RG0111,2028,1048850,1716119,111.95,8.3,95.3,0.8,40.9,13.49
E001331,RG0111,2029,1098552,1817432,116.49,8.13,95.8,0.83,41.4,14.33
E001332,RG0111,2030,1214079,1992233,118.3,8.17,95.8,0.83,41.0,14.48
E001333,RG0112,2019,533173,805167,72.02,6.52,94.4,0.65,37.8,11.05
E001334,RG0112,2020,574793,912442,69.85,6.49,94.2,0.64,39.7,10.76
E001335,RG0112,2021,616584,979860,88.04,6.68,94.3,0.68,39.7,13.18
E001336,RG0112,2022,666306,1061079,97.23,6.45,95.0,0.7,39.8,15.07
E001337,RG0112,2023,710065,1117232,102.24,6.11,95.0,0.71,39.3,16.73
E001338,RG0112,2024,765735,1255386,103.93,6.53,95.2,0.74,41.0,15.92
E001339,RG0112,2025,835652,1318595,108.56,7.39,95.3,0.76,39.4,14.69
E001340,RG0112,2026,883319,1470843,107.59,6.66,95.6,0.75,41.6,16.15
E001341,RG0112,2027,962568,1540320,111.86,7.87,95.6,0.77,40.0,14.21
E001342,RG0112,2028,1012030,1674299,113.22,7.35,95.3,0.81,41.4,15.4
E001343,RG0112,2029,1113007,1857558,117.59,7.72,95.5,0.82,41.7,15.23
E001344,RG0112,2030,1178452,2012410,115.35,8.73,96.0,0.83,42.7,13.21
E001345,RG0113,2019,525674,781662,74.76,5.92,94.6,0.63,37.2,12.63
E001346,RG0113,2020,555485,862143,68.08,6.65,94.4,0.65,38.8,10.24
E001347,RG0113,2021,597632,938153,82.49,6.03,94.7,0.67,39.2,13.68
E001348,RG0113,2022,636665,1019123,100.57,6.23,94.6,0.7,40.0,16.14
E001349,RG0113,2023,703113,1108899,101.57,6.82,95.1,0.72,39.4,14.89
E001350,RG0113,2024,734167,1153486,103.15,7.28,94.8,0.72,39.3,14.17
E001351,RG0113,2025,791182,1245701,105.79,7.12,95.3,0.75,39.4,14.86
E001352,RG0113,2026,864901,1358393,107.68,7.05,95.2,0.75,39.3,15.27
E001353,RG0113,2027,899308,1474846,108.1,7.35,95.3,0.78,41.0,14.71
E001354,RG0113,2028,968681,1584183,113.26,7.55,95.2,0.8,40.9,15.0
E001355,RG0113,2029,1067602,1695183,115.36,8.16,96.0,0.81,39.7,14.14
E001356,RG0113,2030,1115154,1857765,114.35,8.48,95.7,0.84,41.6,13.48
E001357,RG0114,2019,535532,794322,70.52,6.45,94.6,0.64,37.1,10.93
E001358,RG0114,2020,557477,873681,68.35,6.76,94.3,0.65,39.2,10.11
E001359,RG0114,2021,612981,960183,86.02,5.97,94.5,0.66,39.2,14.41
E001360,RG0114,2022,637387,1031321,96.61,5.93,95.2,0.68,40.5,16.29
E001361,RG0114,2023,693158,1063632,101.92,7.21,94.6,0.72,38.4,14.14
E001362,RG0114,2024,744981,1189434,105.57,6.57,95.0,0.72,39.9,16.07
E001363,RG0114,2025,801903,1297426,103.58,6.56,94.7,0.75,40.4,15.79
E001364,RG0114,2026,839144,1393291,107.7,7.41,95.2,0.77,41.5,14.53
E001365,RG0114,2027,907788,1437089,109.0,7.45,95.2,0.77,39.6,14.63
E001366,RG0114,2028,970433,1595037,114.69,7.39,95.9,0.79,41.1,15.52
E001367,RG0114,2029,1061157,1691410,113.26,7.4,95.6,0.81,39.8,15.31
E001368,RG0114,2030,1118644,1805662,114.87,8.56,96.1,0.83,40.4,13.42
E001369,RG0115,2019,522792,787572,75.33,6.46,94.0,0.64,37.7,11.66
E001370,RG0115,2020,566526,851410,67.08,6.12,95.0,0.64,37.6,10.96
E001371,RG0115,2021,599805,946770,83.7,5.7,95.1,0.68,39.5,14.68
E001372,RG0115,2022,640004,1021970,98.19,6.03,95.3,0.7,39.9,16.28
E001373,RG0115,2023,706956,1094347,100.49,7.39,95.3,0.72,38.7,13.6
E001374,RG0115,2024,759168,1195095,100.66,7.44,94.8,0.73,39.4,13.53
E001375,RG0115,2025,803140,1244105,104.6,6.64,95.4,0.75,38.7,15.75
E001376,RG0115,2026,853970,1346256,109.69,7.8,95.5,0.77,39.4,14.06
E001377,RG0115,2027,927941,1504908,112.27,7.74,95.2,0.77,40.5,14.51
E001378,RG0115,2028,968855,1608289,112.97,7.2,95.7,0.8,41.5,15.69
E001379,RG0115,2029,1057508,1727742,111.46,7.37,95.9,0.83,40.8,15.12
E001380,RG0115,2030,1112099,1809662,116.28,8.65,95.6,0.82,40.7,13.44
E001381,RG0116,2019,524261,813748,70.98,5.57,94.4,0.64,38.8,12.74
E001382,RG0116,2020,564444,849963,69.25,5.91,94.2,0.65,37.6,11.72
E001383,RG0116,2021,607185,941954,83.89,5.83,95.0,0.67,38.8,14.39
E001384,RG0116,2022,644095,1010431,96.16,6.59,94.4,0.69,39.2,14.59
E001385,RG0116,2023,691466,1112897,100.84,6.66,95.0,0.71,40.2,15.14
E001386,RG0116,2024,753553,1184509,104.15,6.56,95.3,0.71,39.3,15.88
E001387,RG0116,2025,789285,1285941,105.8,7.47,95.0,0.73,40.7,14.16
E001388,RG0116,2026,857268,1357948,107.3,6.78,94.8,0.77,39.6,15.83
E001389,RG0116,2027,906984,1495773,108.05,7.05,95.1,0.78,41.2,15.33
E001390,RG0116,2028,984799,1580453,112.74,7.43,95.8,0.81,40.1,15.17
E001391,RG0116,2029,1055055,1729054,116.37,8.15,96.1,0.81,41.0,14.28
E001392,RG0116,2030,1101461,1806081,115.72,8.52,95.6,0.85,41.0,13.58
E001393,RG0117,2019,522814,805859,74.52,6.5,94.5,0.64,38.5,11.46
E001394,RG0117,2020,558591,866436,69.42,5.67,95.0,0.65,38.8,12.24
E001395,RG0117,2021,595278,942267,87.34,6.12,94.6,0.66,39.6,14.27
E001396,RG0117,2022,638123,1025666,100.38,6.34,94.7,0.68,40.2,15.83
E001397,RG0117,2023,694530,1054810,100.4,6.41,94.6,0.7,38.0,15.66
E001398,RG0117,2024,751694,1148290,104.23,7.57,95.3,0.72,38.2,13.77
E001399,RG0117,2025,798958,1239927,104.31,7.37,95.1,0.75,38.8,14.15
E001400,RG0117,2026,860568,1346677,107.25,7.09,94.8,0.76,39.1,15.13
E001401,RG0117,2027,903728,1454945,107.23,7.65,95.1,0.77,40.2,14.02
E001402,RG0117,2028,983072,1572092,112.77,7.12,96.0,0.81,40.0,15.84
E001403,RG0117,2029,1066213,1662372,112.4,8.07,96.1,0.82,39.0,13.93
E001404,RG0117,2030,1127375,1843214,116.57,8.07,95.7,0.83,40.9,14.44
E001405,RG0118,2019,527881,806561,72.69,6.52,94.1,0.62,38.2,11.15
E001406,RG0118,2020,573972,873831,70.67,5.67,94.9,0.66,38.1,12.46
E001407,RG0118,2021,606324,928793,84.43,5.73,95.0,0.68,38.3,14.73
E001408,RG0118,2022,652813,1003976,99.87,6.17,94.6,0.69,38.4,16.19
E001409,RG0118,2023,706742,1066536,102.69,6.83,95.1,0.71,37.7,15.04
E001410,RG0118,2024,739570,1172326,104.51,7.14,94.8,0.72,39.6,14.64
E001411,RG0118,2025,786817,1226453,103.15,6.95,95.2,0.75,39.0,14.84
E001412,RG0118,2026,853489,1373879,109.12,8.02,94.8,0.77,40.2,13.61
E001413,RG0118,2027,909294,1456701,112.65,7.58,95.9,0.77,40.1,14.86
E001414,RG0118,2028,977008,1557159,113.99,8.0,95.2,0.79,39.8,14.25
E001415,RG0118,2029,1044193,1672133,116.58,8.3,95.2,0.82,40.0,14.05
E001416,RG0118,2030,1137227,1789488,116.43,7.93,96.1,0.84,39.3,14.68
E001417,RG0119,2019,539101,790450,75.44,5.73,94.0,0.63,36.7,13.17
E001418,RG0119,2020,558671,850264,67.6,5.62,94.5,0.67,38.0,12.03
E001419,RG0119,2021,596001,914119,84.33,6.87,95.0,0.66,38.3,12.28
E001420,RG0119,2022,638558,1019190,99.18,6.74,94.5,0.68,39.9,14.72
E001421,RG0119,2023,708188,1094604,103.08,7.22,94.8,0.7,38.6,14.28
E001422,RG0119,2024,741165,1137637,103.64,6.49,95.3,0.74,38.4,15.97
E001423,RG0119,2025,804146,1288874,102.41,6.76,95.3,0.74,40.1,15.15
E001424,RG0119,2026,853370,1334290,106.29,7.97,95.3,0.75,39.1,13.34
E001425,RG0119,2027,914663,1496580,111.89,7.66,95.2,0.77,40.9,14.61
E001426,RG0119,2028,964957,1610812,110.68,7.79,95.6,0.79,41.7,14.21
E001427,RG0119,2029,1059417,1740788,115.69,7.4,96.0,0.81,41.1,15.63
E001428,RG0119,2030,1120312,1847437,118.07,8.14,96.2,0.83,41.2,14.5
E001429,RG0120,2019,532834,799249,70.86,5.46,94.0,0.63,37.5,12.98
E001430,RG0120,2020,577525,858140,66.44,6.06,94.8,0.65,37.1,10.96
E001431,RG0120,2021,598626,937316,84.22,7.02,94.5,0.66,39.1,12.0
E001432,RG0120,2022,650079,1024794,98.24,6.58,94.9,0.7,39.4,14.93
E001433,RG0120,2023,691883,1080709,98.35,7.43,95.0,0.72,39.0,13.24
E001434,RG0120,2024,741588,1205933,104.99,7.33,95.0,0.73,40.7,14.32
E001435,RG0120,2025,807222,1297276,104.28,7.15,94.7,0.75,40.2,14.58
E001436,RG0120,2026,846971,1364136,106.01,7.51,95.0,0.76,40.3,14.12
E001437,RG0120,2027,918694,1431172,109.7,7.33,95.0,0.79,38.9,14.97
E001438,RG0120,2028,991518,1555795,112.09,8.31,95.7,0.8,39.2,13.49
E001439,RG0120,2029,1048295,1684836,115.71,8.26,95.5,0.83,40.2,14.01
E001440,RG0120,2030,1142217,1843136,114.13,8.47,95.3,0.84,40.3,13.47
E001441,RG0121,2019,538488,803000,70.47,6.47,94.5,0.63,37.3,10.89
E001442,RG0121,2020,561969,879484,66.25,5.52,94.5,0.65,39.1,12.0
E001443,RG0121,2021,607972,936747,82.6,6.45,95.2,0.66,38.5,12.81
E001444,RG0121,2022,643581,1002062,97.32,6.19,95.1,0.7,38.9,15.72
E001445,RG0121,2023,702662,1060508,98.89,6.27,95.1,0.71,37.7,15.77
E001446,RG0121,2024,758471,1144767,105.03,6.61,95.5,0.73,37.7,15.89
E001447,RG0121,2025,801071,1251708,107.31,7.77,95.3,0.75,39.1,13.81
E001448,RG0121,2026,857369,1346756,110.64,7.14,94.9,0.77,39.3,15.5
E001449,RG0121,2027,903345,1439598,108.28,8.08,95.8,0.79,39.8,13.4
E001450,RG0121,2028,986193,1586051,114.43,7.72,95.1,0.8,40.2,14.82
E001451,RG0121,2029,1047409,1720020,111.21,8.22,95.6,0.81,41.1,13.53
E001452,RG0121,2030,1104730,1861824,116.61,8.44,95.8,0.82,42.1,13.82
E001453,RG0122,2019,508352,776440,74.67,5.55,93.7,0.6,38.2,13.45
E001454,RG0122,2020,539122,834141,72.54,7.06,93.8,0.62,38.7,10.27
E001455,RG0122,2021,578548,888548,85.28,6.45,94.2,0.63,38.4,13.22
E001456,RG0122,2022,619562,965369,97.57,6.56,93.9,0.66,39.0,14.87
E001457,RG0122,2023,669120,1035674,101.35,6.66,94.2,0.67,38.7,15.22
E001458,RG0122,2024,705964,1100492,102.16,7.15,94.2,0.68,39.0,14.29
E001459,RG0122,2025,771218,1233764,106.7,7.21,94.4,0.7,40.0,14.8
E001460,RG0122,2026,828720,1293448,110.38,7.08,95.1,0.72,39.0,15.59
E001461,RG0122,2027,875083,1453708,110.23,7.33,94.9,0.75,41.5,15.04
E001462,RG0122,2028,925290,1580820,110.42,8.61,95.4,0.77,42.7,12.82
E001463,RG0122,2029,1021709,1646901,114.21,8.41,95.4,0.8,40.3,13.58
E001464,RG0122,2030,1090589,1840884,117.47,8.56,94.8,0.8,42.2,13.72
E001465,RG0123,2019,505452,753751,71.96,5.84,94.0,0.6,37.3,12.32
E001466,RG0123,2020,539405,808682,68.77,5.8,94.4,0.63,37.5,11.86
E001467,RG0123,2021,575668,899905,86.97,6.99,94.4,0.64,39.1,12.44
E001468,RG0123,2022,621810,962513,98.01,7.1,94.2,0.65,38.7,13.8
E001469,RG0123,2023,660244,1064960,104.7,7.26,93.9,0.67,40.3,14.42
E001470,RG0123,2024,701482,1135208,102.88,6.99,94.4,0.68,40.5,14.72
E001471,RG0123,2025,773636,1245502,106.37,7.48,94.2,0.7,40.2,14.22
E001472,RG0123,2026,833578,1308174,108.7,7.62,94.9,0.74,39.2,14.27
E001473,RG0123,2027,886855,1427537,109.86,8.38,94.6,0.74,40.2,13.11
E001474,RG0123,2028,938634,1560650,115.4,7.59,94.4,0.78,41.6,15.2
E001475,RG0123,2029,1018059,1682118,114.64,8.07,94.7,0.79,41.3,14.21
E001476,RG0123,2030,1084421,1805360,119.09,7.84,95.1,0.79,41.6,15.19
E001477,RG0124,2019,497779,765108,71.86,6.86,93.5,0.61,38.4,10.48
E001478,RG0124,2020,531937,836906,72.08,5.97,93.8,0.6,39.3,12.07
E001479,RG0124,2021,574135,889379,83.31,7.1,94.1,0.63,38.7,11.73
E001480,RG0124,2022,621506,976924,101.35,7.38,93.9,0.65,39.3,13.73
E001481,RG0124,2023,651088,1019300,103.85,7.59,94.0,0.67,39.1,13.68
E001482,RG0124,2024,706740,1100708,106.18,6.96,94.9,0.7,38.9,15.26
E001483,RG0124,2025,764363,1233084,103.44,6.78,94.2,0.72,40.3,15.26
E001484,RG0124,2026,818591,1330182,108.7,7.32,95.1,0.74,40.6,14.85
E001485,RG0124,2027,863138,1436826,109.87,7.21,95.2,0.76,41.6,15.24
E001486,RG0124,2028,927702,1526059,113.3,8.01,94.5,0.76,41.1,14.14
E001487,RG0124,2029,995903,1713957,115.05,8.25,94.6,0.79,43.0,13.95
E001488,RG0124,2030,1078788,1811443,117.48,8.0,94.8,0.8,42.0,14.69
E001489,RG0125,2019,488518,741787,71.9,6.76,94.1,0.59,38.0,10.64
E001490,RG0125,2020,518975,813517,66.58,5.97,94.1,0.6,39.2,11.15
E001491,RG0125,2021,549414,858408,86.73,6.69,94.0,0.63,39.1,12.96
E001492,RG0125,2022,588033,899875,97.13,7.42,94.1,0.64,38.3,13.09
E001493,RG0125,2023,637901,1002187,103.01,7.47,93.9,0.65,39.3,13.79
E001494,RG0125,2024,679452,1091645,103.28,7.78,94.2,0.68,40.2,13.28
E001495,RG0125,2025,714646,1132444,104.54,6.86,94.9,0.71,39.6,15.24
E001496,RG0125,2026,794111,1277308,109.51,7.88,94.9,0.72,40.2,13.9
E001497,RG0125,2027,829699,1326316,109.7,7.47,94.6,0.73,40.0,14.69
E001498,RG0125,2028,897657,1424075,114.42,8.62,94.8,0.76,39.7,13.27
E001499,RG0125,2029,940888,1515077,114.86,7.71,95.3,0.77,40.3,14.9
E001500,RG0125,2030,1011717,1655567,116.67,8.94,95.4,0.78,40.9,13.05
E001501,RG0126,2019,485382,748516,72.65,5.68,93.6,0.61,38.6,12.79
E001502,RG0126,2020,525668,780080,71.49,5.99,93.8,0.61,37.1,11.93
E001503,RG0126,2021,559356,841707,86.72,6.98,93.9,0.64,37.6,12.42
E001504,RG0126,2022,605970,932414,100.46,7.31,93.8,0.64,38.5,13.74
E001505,RG0126,2023,637933,983783,102.83,7.46,94.8,0.68,38.6,13.78
E001506,RG0126,2024,683496,1089235,105.31,6.72,94.6,0.69,39.8,15.67
